,nombre,direccion,telefono,correo,sitio_web,id_tarifas,id_habitaciones,id_clasificacion,id_ubicacion
870,APART-HOTEL LOS ARBOLES,"AVENIDA LOS ARBOLES 3A. AVENIDA, 0-42 ZONA 2",89746521,milymatheu@hotmail.com,www.aparthotellosarboles.com,871,871,6.0,95.0
871,BLUE MAYAN HOTEL,5A. CALLE 3-98 ZONA 2 CALLE DEL MOTERREY,35258076,lamartomi@gmail.com,,872,872,,95.0
872,CASA LOMA,AVENIDA RANCHO GRANDE ZONA 2,84776525,edgarchalcu@yahoo.com,,873,873,,95.0
873,COLIBRÍ ECO LODGE,CALLEJÓN DOÑA MARÍA CRUZ ZONA 1,11191813,colibriecolodge@gmail.com,redes sociales: hotel colibrí eco lodge,874,874,,95.0
874,GRAND HOTEL PANAJACHEL,CALLE PRINCIPAL,94539360,grandhotelpanajachel@yahoo.com,www.grandhotelpanajachel.com,875,875,,95.0
875,GROSA,FINCA SAN BUENAVENTURA,71961155,maria@hotelatitlan.com,,876,876,,95.0
876,HOTEL BAHIA ATITLAN,ZONA 0 SECTOR SAN BUENA VENTURA,81472181,hbahiaatitlaninn@gmail.com,redes sociales: bahía de atitlán,877,877,,95.0
877,HOTEL CALIFORNIA Y SOLOMON´S PORCH,"CALLE PRINCIPAL, 00-92 ZONA 2",91239684,mirnarecinos2003@gmail.com,www.hotelcalifornia.com,878,878,,95.0
878,HOTEL CASA ELEFANTE DORMIDO,CALLE PRINICIPAL 1-14 ZONA 1,50774212,marcelinoajcabal@gmail.com,,879,879,,95.0
879,HOTEL DOS MUNDOS,AVENIDA SANTANDER ZONA 2,50455820,mdiaz.dosmundos@gmail.com,,880,880,,95.0
880,HOTEL EL CHAPARRAL,CALLE SANTANDER 2-79 ZONA 2,60910296,alberony19@yahoo.com,"www.hotelchaparral.com, www.panajachel.com/chaparral",881,881,,95.0
881,HOTEL EL SOL,"BARRIO JUCANYA, SALIDA A SANTA CATARINA PALOPO",18437555,hotel-el-sol-panajachel@yahoo.co.jp,www.hotelelsolpanajachel.com,882,882,,95.0
882,HOTEL EN EL PARAISO PARADISE INN,CALLE DEL RIO,43492216,panaraquel@msn.com,,883,883,,95.0
883,HOTEL FONDA DEL SOL,CALLE PRINCIPAL,27144944,hotelfondadelsol@gmail.com,,884,884,,95.0
884,HOTEL LA POSADA DE DON JOSE,2 AVENIDA CALLE PRINCIPAL 3-49 ZONA 1,20865100,posadadonjosepana@gmail.com,,885,885,,95.0
885,HOTEL MONTANA,CALLEJON DON TINO,53728402,atitlanhotelmontana@hotmail.com,www.atitlanhotelmontana.com,886,886,,95.0
886,HOTEL POSADA CHINIMAYA,CALLE CHINIMAYA,52716273,"reservaciones@hotelchinimaya.com, hotelchinimaya@gmail.com",www.hotelchinimaya.net,887,887,,95.0
887,HOTEL POSADA DE DON RODRIGO,"CALLE SANTANDER, CALLE DE LAS BUENAS NUEVAS ESQUINAS",92810847,reservas@posadadedonrodrigo.com,www.posadadedonrodrigo.com,888,888,,95.0
888,HOTEL POSADA K'AMOL  B´EY,FINAL CALLE RAMOS PLAYA PUBLICA,79433208,hotelkamolbey@yahoo.com,"www.kamolbey.com, www.hotelposadakamolbey.com; www.kamolbey.com",889,889,,95.0
889,HOTEL REAL SANTANDER,"3A. AVENIDA, 3-45 ZONA 2 CALLE SANTANDER",99245290,necoshrs@gmail.com,,890,890,,95.0
890,HOTEL REGIS,"CALLE SANTANDER 3A. AVENIDA, 3-47 ZONA 2",12446200,hregis@portahotels.com,www.regisatitlan.com      www.portahotels.com,891,891,3.0,95.0
891,HOTEL SAN BUENAVENTURA DE ATITLAN,FINCA SAN BUENA VENTURA,85779120,sanbuenaventuradeatitlan@gmail.com,www.hotelsanbuenaventura.net; www.hotelsanbuenaventura.com,892,892,,95.0
892,HOTEL SANTA MARIA,2DA. AVENIDA 1-02 ZONA 2 CALLE RANCHO GRANDE,38418071,gerencia@hotelsantamaria.com,,893,893,,95.0
893,HOTEL TZANJUYU BAY,VIA CALLE PRINCIPAL 4-96 ZONA 2,58136875,hoteltzanjuyubay@gmail.com,www.tzanjuyu.com,894,894,,95.0
894,HOTEL VILLA LOS ARCOS,4A. CALLE EL CHALI 03-17 ZONA 2,72960965,,,895,895,,95.0
895,HOTEL Y CENTRO DE CONVENCIONES JARDINES DEL LAGO,CALLE MONTERREY,68035409,reservaciones@jardinesdellago.com,www.jardinesdellago.com,896,896,3.0,95.0
896,"HOTEL Y RESTAURANTE ""CASA TEXEL""",2DA. AVENIDA 5-52 ZONA 2,68089328,,,897,897,,95.0
897,JABEL TINAMIT,CALLEJÓN SANTA ELENA 2-46 ZONA 2,79817874,info@jabeltinamit.com,www.villasjt.com,898,898,,95.0
898,LA RIVIERA DE ATITLAN HOTEL & RESORT,BAHIA SAN BUENA VENTURA,59887915,,@larivieradeatitlan,899,899,,95.0
899,NATURALESA,ANTIGUA FINCA SAN BUENAVENTURA RESERVA NATURAL ATITLAN,27727716,jaguarin@gmail.com,www.atitlanreserva.com,900,900,,95.0
900,PORTA HOTEL DEL LAGO,2 AVENIDA 6-17 ZONA 2,71106455,info@portahotels.com,www.portahoteldellago.com,901,901,,95.0
901,POSADA DEL BOSQUE,FINAL CALLEJON LAS ARMONIAS ZONA 1,71431723,jlpinzon2007@yahoo.es,,902,902,,95.0
902,RANCHO GRANDE INN,CALLE RANCHO GRANDE,22077874,reservaciones@ranchograndeinn.com,www.ranchograndeinn.com,903,903,,95.0
903,SELINA ATITLÁN,CALLE DEL EMBARCADERO ZONA 2,59093991,carlosl@selina.com,www.selina.com,904,904,,95.0
904,SERVICIOS TURISTICOS LOS VOLCANES,3A. AVENIDA 5-51 ZONA 2,45475050,info@posadadelosvolcanes.com,www.posadadelosvolcanes.com,905,905,,95.0
905,UTZ JAY,"5A. CALLE, 2-50 ZONA 2",78256896,utzjay_garcia@yahoo.com;reservations@hotelutzjay.com,www.hotelutzjay.com,906,906,,95.0
906,ATITLAN VILLAS,"LAGO ATITLAN, PLAYA CHICAMAN",35006802,,www.atitlanvillas.com,907,907,,97.0
907,LA VILLA DE LOS DIOSES,ALDEA TZAMPETEY,74451762,reysamanth@yahoo.com,www.villadelosdioses.com,908,908,,97.0
908,NUESTROS SUEÑOS,ORILLAS DEL LAGO DE ATITLAN,43912873,,,909,909,,97.0
909,SAN ANTONIO PALOPO BUSINESS,SECTOR CUATRO ZONA 0,59202377,jared@tekoacoffe.com,,910,910,,97.0
910,ECO-HOTEL UXLABIL ATITLAN,BARRIO CHUACHACAL,43304423,atitlan@uxlabil.com,www.uxlabil.com,911,911,,102.0
911,HOTEL Y RESTAURANTE EL COMAL,03 AVENIDA ZONA 2,40458324,elcomalsanjuan@gmail.com,,912,912,,102.0
912,HOTEL Y RESTAURANTE TAA´TIIN,07 CALLE ZONA 2,30296780,hoteltaatiinsanjuan@gmail.com,,913,913,,102.0
913,ANEXO POSADA LOS VOLCANES,6A. AVENIDA ZONA 1,54106526,volcanes@gmail.com,,914,914,,98.0
914,SERVICIOS HOTELEROS TOLIMAN,"6A. AVENIDA, 1-26 ZONA 1",53462070,gerencia@hoteltoliman.com,www.hoteltoliman.com,915,915,,98.0
915,HOTEL EL DRAGON,"CHINIMAYA, BARRIO 3",10280067,eldragon@gmail.com,www.eldragonhotel.com,916,916,,101.0
916,EL DELFIN HOTEL Y RESTAURANTE,7A. AVENIDA ZONA 2,31274101,delfinta@gmail.com,www.eldelfinhotelyrestaurante.com,917,917,,103.0
917,HOTEL GRAN SUEÑO,"8A. CALLE, 4-40 ZONA 2",15388500,hgs077@hotmail.com,,918,918,,103.0
918,HOTEL MARIA ELENA,8A. AVENIDA 4-43 ZONA 2,26603675,,,919,919,,103.0
919,HOTEL NAHUAL MAYA NO. 2,08 CALLE 01-87 ZONA 2 TZANTAHUAL,80684468,,,920,920,,103.0
920,HOTEL SAK ' CARI EL AMANECER,,83108571,hotelsakcari@yahoo.com,"www.hotel-sakcari.com, www.hotelsakari.com",921,921,,103.0
921,SABABA,8 CALLE 2-40 ZONA 1 CANTÓN PACUCHA,58610838,sababaresort@gmail.com,,922,922,,103.0
922,ECO CABAÑAS SANTA CATARINA PALOPÓ,CALLE PRINCIPAL ZONA 0 SECTOR XEJUL,56450781,info.ecodesinos@gmail.com,fb: eco cabañas santa catarina palopo,923,923,,96.0
923,HOTEL CASA PALOPO,KILOMETRO 6.8,31292866,walter@abena-sa.com,www.casapalopo.com,924,924,,96.0
924,HOTEL VILLA SANTA CATARINA,,64025192,"natalia.urizar@gmail.com, gabrielqueche@palopo.info",www.villasdeguatemala.com,925,925,3.0,96.0
925,JENNA´S RIVER BED AND BREAKFAST Y GALERIA,CARRETERA A SANTA CATARINA PALOPÓ ZONA 0,33573466,jennapana@gmail.com,,926,926,,96.0
926,TZAMPOC RESORT 2,CAMINO RURAL KM. 6.5,74771967,luciomamberto@yahoo.es,www.atitlanresort.com   fb:  tzampoc resort   twitter: tzampocresort,927,927,,96.0
927,CASA PRANA,PAXANAX,35460457,"marketing@casaprana.com, armandboissy@gmail.com",,928,928,,99.0
928,HOTEL Y CAFE LA CASA DEL MUNDO,CASERIO EL JAIBALITO,79757893,casadelmundo@gmail.com,www.lacasadelmundo.com,929,929,,99.0
929,HOTEL Y RESTAURANTE LA IGUANA PERDIDA,,57363991,info@laiguanaperdida.com,www.laiguanaperdida.com,930,930,,99.0
930,ISLA VERDE ATITLAN,XICUY,33113930,hotel@islaverdeatitlan.com,www.islaverdeatitlan.com,931,931,,99.0
931,LAGUNA LODGE ECO-RESORT & NATURE RESERVE,CASERÍO TZANTIZOTZ #1,27862366,representacionesatitlan@yahoo.com,,932,932,,99.0
932,LOMAS DE TZUNUNA,ALDEA TZUNUNA,10071649,info@lomasdetzununa.com,www.lomasdetzununa.com,933,933,,99.0
933,MAYA MOON LODGE,SECTOR CAMPO FUTBOL TZUNUNA,18821684,knohely@yahoo.com,,934,934,,99.0
934,PICNIC,SECTOR TZANTIXUB ALDEA TZUNUNÁ,67309307,info@picnic-atitlan.com,www.picnic-atitlan.com,935,935,,99.0
935,VILLA SUMAYA,SECTOR CHALETEROS CASERIO PAXANAX ZONA 0,14290867,representacionesatitlan@yahoo.com,,936,936,,99.0
936,TURICENTRO ECOLOGICO CORAZON DEL BOSQUE,KILOMETRO 145 ALDEA EL NOVILLERO,32958800,corazondelbosque@yahoo.com,www.corazondelbosque.com,937,937,,89.0
937,EL REPOSO HOTEL,CANTÓN PACHICHAJ,59438236,,,938,938,,104.0
938,HOTEL ARISTOS,3A. AVENIDA 3-32 ZONA 1,52837230,hotel.aristos20@gmail.com,,939,939,,104.0
939,HOTEL Y RESTAURANTE BAMBU,,24054275,info@ecobambu.com,www.ecobambu.com,940,940,3.0,104.0
940,PALMERA DORADA,ZONA 2 4 AV. 8190. PB,95363245,nolbilioh@yahoo.com,,941,941,,104.0
941,TIOSH ABAJ,CANTON TZANJUYU,98143302,info@tioshabaj.com,www.tioshabaj.com,942,942,,104.0
942,CENTRO PAZ MUNDO,"KILOMETRO 144 ALDEA SACSIGUAN, SECTOR PAPUERTA MERCEDES",54078056,centropazmundo@gmail.com,,943,943,,86.0
943,HOTEL LOS COFRADES,6A AVENIDA 5-45 ZONA 1,83906818,hotelloscofrades@gmail.com,www.hotelloscofrades.wix.com,944,944,,86.0
944,HOTEL Y RESTAURANTE SANTO DOMINGO,KM. 138.5 SECTOR LA CUMBRE BARRIO EL CALVARIO,41673685,,,945,945,,86.0
945,HOSTAL DOÑA DORIS,CANTON GUACHIPILIN,74825509,hostaldoñadoris@gmail.com,,946,946,,138.0
946,HOTEL Y RESTAURANTE VILLA ISABEL,KM. 162.5 CARRETERA INTERAMERICANA CA2 PACÍFICO ZONA 0 SECTOR GUACHIPILIN,92624791,,,947,947,,138.0
947,BAMBU RESORT,KM. 159.50 CIRCUNVALACION MAZATENANGO,18888757,hotel.bambu@yahoo.com,www.bamburesort.com.gt,948,948,,137.0
948,HOTEL ALBA,"7A. CALLE, 0-26 ZONA 2",24068347,hotel.alba@gmail.com,,949,949,,137.0
949,HOTEL BOUTIQUE CASA ANTIGUA,KM. 160 SALIDA A CUYOTENANGO,55641296,ma04alejandra@hotmail.com,,950,950,,137.0
950,HOTEL DON ALFONSO,7A. AVENIDA 4-18 ZONA 1,28143244,mariaeliruiza@hotmail.com,,951,951,,137.0
951,HOTEL Y RESTAURANTE COSTA VERDE,QUINTA CALLE A 4-05 ZONA 1,37358484,hotelyrest.costaverde@gmail.com,www.hotelyrestaurantecostaverde.com,952,952,,137.0
952,HOTEL Y RESTAURANTE HAMACAS Y PESCADOS,1A.CALLE PRINCIPAL ALDEA CHIQUISTEPEQUE,46056387,hamacasypescados@gmail.com,,953,953,,137.0
953,HOTEL Y RESTAURANTE  LAS BUGAMBILIAS,CANTÓN LA PAZ,90046076,hrlasbugambilias@gmail.com,,954,954,,150.0
954,LOS TARRALES,KILOMETRO 164.2 RUTA NACIONAL 11 FINCA LOS TARRALES,79787525,info@tarrales.com,www.tarrales.com,955,955,,150.0
955,HOTEL Y CAFETERIA SAN PABLO,"KILOMETRO 153, CARRETERA AL PACIFICO",68244049,,www.hotelyrestaurantesanpablo.com,956,956,,140.0
956,RESORT CAROLINAS,"KILOMETRO 152, CARRETERA AL PACIFICO",19697138,carolinasresort@gmail.com,,957,957,,140.0
957,"CAMPO ALEGRE HOTEL, SPA & BOUTIQUE",CAMINO PALESTINA ZONA 1,42952677,campoalegrefz@gmail.com,,958,958,,139.0
958,HOTEL BOUTIQUE REJOBOT,KILOMETRO 166.2 HACIA ZUNILITO ZONA 0,24739184,hotelrejobot751@gmail.com,,959,959,,139.0
959,HACIENDA GRANDE HOTEL,"KILOMETRO 189, CARRETERA INTERAMERICANA",71616703,haciendagrandehotel@yahoo.com,www.haciendagrandehotelxela.com,960,960,,106.0
960,HOTEL Y RESTAURANTE DON MARTIN,ZONA 6 BARRIO LA REFORMA,60629281,elvalledelafelicidad@hotmail.com,,961,961,,106.0
961,HOTEL Y RESTAURANTE QUINTA LUNA,02 AVENIDA 10-81 ZONA 7 BARRIO LA CIENAGA,32670328,quintalunahotel@gmail.com,,962,962,,106.0
962,HOTEL EL BUHO,"PARAJE EL CALVARIO, FINAL DE LA ZONA 2",28511650,elbuho.hotereservaciones@gmail.com,,963,963,,105.0
963,HOTEL MAYA K'ICHE,"PARAJE TIERRA BLANCA, CANTON CHUICRUZ",24094227,hotel.mayakiche@hotmail.com,www.hotelmayakiche.com,964,964,2.0,105.0
964,HOTEL MILAN,5 CALLE 3-43 ZONA 4,77038855,lg2143771@gmail.com,,965,965,,105.0
965,AREA DE DESCANSO EL VENDAVAL,KILÓMETRO 163 RUTA AL ATLÁNTICO MAYUELAS,51369353,elvendavalgt@gmail.com,,966,966,,298.0
966,HOTEL MIRAVALLE,VALLE VERDE,17250200,hotel-miravalle@hotmail.com,www.hotelmiravallegualan.com,967,967,,298.0
967,HOTEL Y RESTAURANTE LA VIÑA,KILOMETRO 180 RUTA AL ATLANTICO ALDEA DOÑA MARIA,67697691,nataligarcia_85@hotmail.com,,968,968,,298.0
968,HOSPEDAJE EL REY,SECTOR CAMINO PASABIEN EL PEAJE,54372421,hospedajeelreygt@gmail.com,,969,969,,297.0
969,HOTEL EL ATLANTICO,"KM. 126, RUTA AL ATLANTICO SANTA CRUZ",62043437,"hotel_atlantico@hotmail.com, info@hotelatlanticoguate.com",www.hotelelatlanticoguate.com,970,970,,297.0
970,HOTEL LONGARONE,"KM. 126.5, CARRETERA A EL ATLANTICO, ALDEA SANTA CRUZ",75774686,hotelongarone@hotmail.com,fb: hotel y parque acuatico longarone s.a.,971,971,3.0,297.0
971,HOTEL SANTA CRUZ,SANTA CRUZ,70229379,hotelyrestaurantesantacruz@hotmail.com; reservaciones@hotelsantacruz.com.gt,www.hotelsantacruz.com.gt,972,972,,297.0
972,HOTEL VALLE DORADO,"KM. 149, CARRETERA AL ATLANTICO",75952834,gerencia@hotelvalledorado.com,www.hotelvalledorado.com,973,973,,297.0
973,HOTEL Y RESTAURANTE PASABIEN,ALDEA SANTA CRUZ,74357684,hotelpasabien@yahoo.com,www.hotelpasabien.com    fb: hotel pasabien,974,974,,297.0
974,ECOTURICENTRO LA VEGA,CASERIO EL ARCO,14301837,ecolavega119@gmail.com,www.lavegagt.com  /  rs: hotel y ecoturicentro la vega,975,975,,299.0
975,HOTEL Y POSADA DON ALFONSO,5A. CALLE 7-27 ZONA 1,20007508,djgalvezp@yahoo.es,,976,976,,299.0
976,HOTEL Y TURICENTRO TECULUTAN,,51724864,hotelyturicentroteculutan@gmail.com,www.hotelyturicentroteculutan.com,977,977,,299.0
977,GRAN TURISTA HOTEL,8A. CALLE ENTRE 9A. Y 10A. AVENIDA ZONA 1 BARRIO LA LAGUNA,51210305,granturistahotelsa@gmail.com,www.granturistahotel.com  /  fb: gran turista hotel,978,978,,295.0
978,GRAN TURISTA HOTEL,146.5 CARRETERA A ESQUIPULAS LA FRAGUA,47875587,granturistahotelsa@gmail.com,redes sociales: gran turista hotewww.granturistahotel.com  /  fb: gran turista hotel,979,979,,295.0
979,HACIENDA DEL PEDREGAL,"EL TOCINO, ALDEA LA MAJADA",11117078,haciendadelpedregal@gmail.com,,980,980,,295.0
980,HOTEL LAS MINAS,ALDEA EL TOCINO,54666780,,,981,981,,295.0
981,HOTEL SHALOM,4A. CALLE 16-19 ZONA 1,20110486,lucitamedina@yahoo.com,,982,982,,295.0
982,HOTEL Y RESTAURANTE TORRE FUERTE,BOSQUES DE SAN JULIAN,20476547,mynorm411@yahoo.com,,983,983,,295.0
